slug,rating,roaster,name,roast,review_date,agtron,aroma,acid,body,flavor,aftertaste,desc_1,desc_2,desc_3,location_country,origin_country,price_per_100g
https://www.coffeereview.com/review/decaf-ethiopia-sidamo-2/,90,Old Soul Co.,Decaf Ethiopia Sidamo,Medium,November 2017,48/73,8,8,7,9,8,"Surprising and melodic, delicate yet vivid. Lilac and lemon blossom, fresh sweet grass, honey, moist pipe tobacco, fresh-cut elm in aroma and cup. In structure subtly and sweetly tart. Very light, silky mouthfeel. Unexpectedly rich and flavor-saturated in the finish: pipe tobacco, honey, lemon blossom.","Southern Ethiopia coffees like this one are produced from distinctive traditional Ethiopian varieties of Arabica long grown in the region. This is a dry-processed or “natural” version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees.  Decaffeinated at the Descamex plant in Mexico by the “Mountain Water Process” which does not involve use of solvents. Old Soul is a roastery, bakery and crafter of artisanal goods dedicated to quality in every form. Visit www.oldsoulco.com or call 916-443-7685 for more information.","This very light-roasted decaffeinated coffee may suggest a fine, complex Chinese black tea in some respects, though it ultimately enforces its coffee identity with its tart structure and light-footed authority. Oddly idiosyncratic in its aromatics, but quite free of the disturbing wood notes characteristic of many decaffeinated coffees.",United States,Ethiopia,5.732023492477822
https://www.coffeereview.com/review/ethiopia-yirgacheffe-washed-g1/,92,A.R.C.,Ethiopia Yirgacheffe Washed G1,Medium-Light,November 2017,55/76,8,8,9,9,8,"Delicate, gently tart, spice-toned. Pomegranate, cocoa powder, lemon blossom, white peppercorn, hazelnut in aroma and cup. Lively, quietly complex structure; crisp, buoyant mouthfeel. The finish leads with gently drying notes of hazelnut and white peppercorn in the short and segues to cocoa-toned citrus blossoms in the long. ","Produced in Yirgacheffe, a coffee region in southern Ethiopia that produces particularly distinctive coffees from traditional varieties of Arabica long grown in the region. Yirgacheffe coffees like this one processed by the wet or washed method (fruit skin and pulp are removed before drying) typically express great aromatic complexity and intensity. Like virtually all Yirgacheffe coffees, this coffee is produced by villagers on small garden plots interplanted with food and other subsistence crops. A.R.C., whose motto is “more than specialty,” rigorously controls three vital elements: sourcing of green coffee, roasting, and, in cafe environments, water quality for brewed coffee. For more information, visit http://www.arc.coffee/en/index.html.",A cup with a fine-tea-like appeal in its subtle complexity and spice-toned presentation.,China,Ethiopia,6.872246696035243
https://www.coffeereview.com/review/blue-mountain-flavor-blend/,92,A.R.C.,“Blue Mountain Flavor” Blend,Medium-Light,November 2017,50/74,9,8,8,9,8,"Subtle, layered, sweetly tart. Blackcurrant, narcissus-like flowers, oregano, baker’s chocolate, molasses in aroma and cup. Sweet-tart in structure, with savory undertones; velvety-smooth mouthfeel. Baker’s chocolate is the throughline of the gently drying finish, with sweet floral notes in the short and blackcurrant and oregano in the long.","A.R.C., whose motto is “more than specialty,” rigorously controls three vital elements: sourcing of green coffee, roasting, and, in cafe environments, water quality for brewed coffee. For more information, visit http://www.arc.coffee/en/index.html.","A balanced, high-toned cup with attractive chocolate notes complicated by hints of sweet herbs throughout.",China,Not disclosed,3.6651982378854626
https://www.coffeereview.com/review/ethiopia-yirgacheffe-natural-g1/,91,A.R.C.,Ethiopia Yirgacheffe Natural G1,Medium-Light,November 2017,54/78,9,8,8,9,7,"Rich, sweet-toned, balanced. Nougat, pink peppercorn, lemongrass, roasted cacao nib, tea rose in aroma and cup. Floral-toned, bittersweet structure; delicate, satiny mouthfeel. Notes of aromatic wood and spice-toned florals carry the gently drying finish.","Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees from traditional varieties of Arabica long grown in the region. This is a “natural” or dry-processed version, meaning the beans were dried inside the fruit, encouraging a flavor profile that is less predictable and deeper than the more familiar wet-processed floral- and citrus-toned Yirgacheffe profile. Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small, garden plots interplanted with food and other subsistence crops. A.R.C., whose motto is “more than specialty,” rigorously controls three vital elements: sourcing of green coffee, roasting, and, in cafe environments, water quality for brewed coffee. For more information, visit http://www.arc.coffee/en/index.html",A crisply bittersweet cup that leads with spicy florals and sweet herb notes.,China,Ethiopia,6.872246696035243
https://www.coffeereview.com/review/decaf-colombia-select/,87,Bootstrap Coffee Roasters,Decaf Colombia Select,Medium-Light,November 2017,54/76,7,7,8,8,7,"Sweet, delicate, floral and wood-toned. Fresh-cut fir, demerara sugar, orange zest, faint rose-like flowers in aroma and cup. Gently bittersweet structure; very lightly syrupy mouthfeel. Flavor consolidates but persists in a round, sweet-toned finish.","Produced from trees of the Caturra and Castillo varieties of Arabica and decaffeinated at origin using ethyl acetate, a natural solvent derived from sugar cane. Bootstrap is the definition of a quality dedicated nano-roaster, with every bag carefully prepared by the roaster himself. Visit www.bootstrapcoffeeroasters.com for more information.","Those who value a gently zesty sweetness should enjoy this delicate decaf cup. Easy on the palate, easy on the nervous system.",United States,Colombia,4.409248840367556
https://www.coffeereview.com/review/ethiopia-awassa-3/,93,Paradise Roasters,Ethiopia Awassa,Medium-Light,November 2017,56/76,9,8,9,9,8,"Crisply sweet, multi-faceted. Candied violet, dark chocolate, pungent juniper wood, grapefruit zest, mango in aroma and cup. Sweetly tart structure with juicy acidity; satiny mouthfeel. The resonant finish centers around mango and violet in the short and dark chocolate in the long, with a hint of aromatic wood.","Southern Ethiopia coffees like this one are produced from distinctive traditional Ethiopian varieties of Arabica long grown in the region. Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small garden plots interplanted with food and other subsistence crops. Processed by the wet or washed method (fruit skin and pulp are removed before drying). Paradise Roasters specializes in micro-lot Arabica and Robusta coffees from Asia and other emerging origins. The company prides itself on quality and freshness, craft-roasting coffees in small batches only after orders are placed. Visit www.paradiseroasters.com or call 763-433-0626 for more information.","An engaging, confident Ethiopia cup with layered intrigue: flowers, fruit, aromatic wood.",United States,Ethiopia;Ethiopia,5.276401112306508
https://www.coffeereview.com/review/100-kona-sl-28/,97,Hula Daddy Kona Coffee,100% Kona SL-28,Medium-Light,November 2017,56/78,10,9,9,10,9,"Spectacularly sweet and hugely aromatic. Meyer lemon marmalade, cedar, pistachio, guava, jasmine in aroma and cup. Crisply sweet/tart and massively juicy in structure; plush, buoyant mouthfeel. The juicy structure and complex aromatics persist in a long, lingering finish.   ","This exceptional coffee was selected as the No. 2 coffee on Coffee Review’s list of the Top 30 Coffees of 2017.  Hula Daddy is a boutique coffee producer with farms at the 1,400 and 2,500 foot levels of the Mount Hualalai volcano near the northern end of the Kona growing district, five minutes above the town of Kailua-Kona. This coffee was produced entirely from trees of the distinguished SL-28 variety of Arabica, the most celebrated of the Bourbon-derived tree varieties responsible for Kenya’s finest coffees. This SL-28 was grown at the higher elevation Hula Daddy farm and processed with the ferment step conducted “dry” (no water added to the tank) using a commercial yeast. It is a limited edition coffee only available for sale through the allocation list on the Hula Daddy website. Visit www.huladaddy.com or call 888-553-2339 for more information.",Coffee simply doesn’t get much better than this. Transcendently classic.,United States,Big Island of Hawaii,33.047320058554824
https://www.coffeereview.com/review/kenya-kirinyaga-mukangu-ab/,95,Kakalove Cafe,Kenya Kirinyaga Mukangu AB,Medium-Light,November 2017,54/76,9,9,9,9,9,"Crisply sweet-savory. Lavender, roasted cacao nib, strawberry guava, hazelnut, toasted barley in aroma and cup. Sweetly floral structure with savory undertones; crisp, velvety mouthfeel. The cocoa-toned finish leads with spicy florals and tropical fruit in the short, grounded by pleasing notes of toasted barley in the long.","Produced from trees of the admired SL-28 and SL-34. Despite grower discontent and urban encroachment on prime coffee lands, Kenya continues to produce some of the world’s most elegant and distinctive coffees. Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.","A Kenya that covers all the bases: sweet-tart fruit, savory depth, spicy florals and cocoa.",Taiwan,Kenya,4.585618793982257
https://www.coffeereview.com/review/kenya-nyeri-othaya-gatugi-red-cherry-project-aa/,92,Jackrabbit Java,Kenya Nyeri Othaya Gatugi Red Cherry Project AA,Medium-Dark,November 2017,38/52,9,8,8,9,8,"Sweetly pungent, gently roasty. Scorched cedar, dark chocolate, plum, lavender, lime zest in aroma and cup. Complex in structure: sweetly tart with a roasty, savory depth. Light, satiny mouthfeel. Lemon zest, dark chocolate, plum carry into a rich though drying finish.","Despite grower discontent and urban encroachment on prime coffee lands, Kenya continues to produce some of the world’s most elegant and distinctive coffees. This coffee is the result of a partnership between the Othaya and Aguthi Cooperatives and Royal Coffee, intended to create a methodology for isolating and enhancing the highest quality coffees coming from these cooperatives. Produced from trees of the SL28, SL34, Ruiru 11 and Batian varieties of Arabica. AA is the highest grade of Kenya coffee based on bean size and freedom from physical imperfections. Jackrabbit Java selects the finest coffees from around the world and roasts them in Thermopolis, Wyoming’s mountain air. All Jackrabbit Java coffees are specialty-grade and roasted to order. Visit www.jackrabbitjava.com for more information.",A darker roast develops a savory-toned chocolate to complement a zesty citrus in this pleasingly contradictory Kenya.,United States,Kenya,5.291098608441066
https://www.coffeereview.com/review/ethiopia-washed-yirgacheffe-adado/,95,Kakalove Cafe,Ethiopia Washed Yirgacheffe Adado,Medium-Light,November 2017,56/78,9,9,9,9,9,"Elegant, deep, sweetly savory. Jasmine, sandalwood, plum, nutella-like nut and cocoa, tangerine zest in aroma and cup. High-toned, balanced structure with citrusy acidity; syrupy-smooth mouthfeel. The finish is long, resonant and flavor-saturated, carrying through on the promise of the cup.","Southern Ethiopia coffees like this one are produced from distinctive traditional Ethiopian varieties of Arabica long grown in the region. Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small garden plots interplanted with food and other subsistence crops. Processed by the wet or washed method (fruit skin and pulp are removed before drying). Kakalove Café is a nano-roaster located in the small city of Chia-Yi in Taiwan that strives to procure and roast the finest quality coffee. Visit www.kakalovecafe.com.tw or email [email protected] for more information.","A bright, lively, juicy washed Yirgacheffe coffee: classic in structure and style.",Taiwan,Ethiopia,3.8801389795234487
https://www.coffeereview.com/review/kenya-mutungati/,94,Propeller Coffee,Kenya Mutungati,Medium-Light,November 2017,54/80,9,9,9,9,8,"Bright, richly sweet, complex. Red currant, lilac, dark chocolate, lime zest, redwood in aroma and cup. Sweetly savory in structure, with juicy acidity; plush, syrupy mouthfeel. The balanced finish is resonant with notes of red currant and dark chocolate, with hints of lime zest. ","Produced by farmers of the Mutungati Cooperative from trees of the SL28, SL34, and Ruiru 11 varieties of Arabica. Despite grower discontent and urban encroachment on prime coffee lands, Kenya continues to produce some of the world’s most elegant and distinctive coffees. Propeller is a Toronto-based micro-roaster with a dedication to careful selection and exceptional craft roasting of high-end coffees. Visit www.propellercoffee.com or call 416-479-3771 for more information.","A vibrant fruit- and chocolate-toned Kenya coffee, with an exciting hint of lime zest throughout the profile.",Canada,Kenya,4.629711282385933
https://www.coffeereview.com/review/guatemala-el-retiro-del-quisaya/,93,Chocolate Fish Coffee Roasters,Guatemala El Retiro del Quisaya,Light,November 2017,71/99,9,8,8,9,9,"Delicately sweet and balanced with a subtle hint of fermented fruit. Peach, sweet chocolate, sandalwood, honeysuckle, almond in aroma and cup. Gently and sweetly bright in structure; light yet satiny in mouthfeel. Quiet but resonantly long finish: peach, chocolate, almond.","Produced by Juan Luis Barrios Ortega from trees of the Bourbon-derived Pache variety of Arabica. Processed by the dry or “natural” method, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or ""washed"" coffees. Chocolate Fish is a distinguished New-Zealand-inspired micro-roaster based in Sacramento California, focused on the best in both quality and integrity.Visit www.chocolatefishcoffee.com or call 916-451-5181 for more information.","Delicate and graceful, yet authoritative in character; seductively sweet.",United States,Guatemala,5.585048531132237
https://www.coffeereview.com/review/kenya-peaberry-kericho-county/,92,Caffe Luxxe,Kenya Peaberry Kericho County,Medium-Light,November 2017,52/76,8,8,9,9,8,"Sweetly pungent, lightly savory. Unusual aromatics: floral-toned honey, plum, musk, a hint of coriander in aroma and cup. Crisply sweet, savory-edged structure; lightly syrupy mouthfeel. Dry and gently flavor-saturated in the finish.","Produced from trees of the SL28, SL34 and Ruiru 11 varieties of Arabica and processed by the wet or “washed” method, in which skin and fruit flesh are removed from the beans or seeds before they are dried. This sample consists entirely of peaberries, a kind of bean that results when the coffee fruit develops only a single, oval bean rather than the usual pair of flat-sided beans. Peaberries produce a somewhat different (often better) cup than normal beans from the same crop, from which they may or may not be separated during grading. Despite grower discontent and urban encroachment on prime coffee lands, Kenya continues to produce some of the world’s most elegant and distinctive coffees. Caffè Luxxe is an Italian-inflected artisan roaster and retailer that emphasizes both its coffee knowledge and precision and its straightforward lack of pretension. Visit www.caffeluxxe.com or call 310-394-2222 for more information.","An unorthodox but original and engaging variation on the Kenya cup, juxtaposing sweetness and a musky, herby-savory edge.",United States,Kenya,5.8789984538234075
https://www.coffeereview.com/review/static-el-salvador-finca-maria-luisa/,89,Espresso Republic,Static El Salvador Finca Maria Luisa,Medium-Light,November 2017,55/77,8,7,8,8,8,"Brisk and subtly layered. Almond butter, dried apricot, fresh-cut fir, hints of dark chocolate and clover in aroma and cup. Sweetly brisk and dry in structure; lightly syrupy mouthfeel. The drying structure sweetens and smoothes a bit in the finish, and chocolate and clover-like flowers move forward.","Processed by the wet or “washed” method, in which skin and fruit flesh are removed from the beans or seeds before they are dried. Espresso Republic, founded in 2010, specializes in sourcing quality coffees and roasting them in small batches for both retail and wholesale customers. Visit www.espressorepublic.com for more information.","Those who value brisk, dry beverages should enjoy this coffee and its quiet, unorthodox aromatic intrigue.",United States,El Salvador,3.4980040800249275
https://www.coffeereview.com/review/kamwangi-kenya/,93,Lexington Coffee Roasters,Kamwangi Kenya,Medium-Light,November 2017,52/74,8,9,9,9,8,"Deeply and pungently sweet-tart. Lavender, grapefruit zest, sandalwood, blackberry, a hint of baker’s chocolate in aroma and cup. Simultaneously brightly tart and deeply savory in structure. Lightly syrupy, plush mouthfeel. Grapefruit zest and blackberry carry into a crisply resonant finish.","Produced by the smallholders of the New Ngariama Farmers Cooperative Society from trees of the SL-28, SL-34 and Ruiru 11 varieties of Arabica. Processed at Kamwangi Washing Station by the particularly meticulous Kenya variation on the traditional wet or “washed” method, in which skin and fruit flesh are removed from the beans or seeds before they are dried. Founded in 1990, Lexington Coffee is an award-winning artisan roasting company based in Virginia. Lexington’s focus on fresh, flavorful and sustainable coffee is reflected in its motto, “Fresh, Flavorful & Fair.” Visit www.lexingtoncoffee.com or call 800-322-6505 for more information.","Resonantly pungent Kenya, particularly attractive for its structure: sweet, tart and savory all at once, zesty yet seductive. Holds its character superbly as it cools.",United States,Kenya,5.864300957688848
https://www.coffeereview.com/review/ethiopia-gelana-abaya-2/,92,Big Creek Coffee Roasters,Ethiopia Gelana Abaya,Medium-Light,November 2017,50/74,9,7,9,9,8,"Sweet, spice-toned, pungent. Hazelnut, cocoa, ripe cantaloupe, tangerine zest, a hint of cinnamon in aroma and cup. Complexly structured: very sweet, gently tart, slightly bitterish. Syrupy and full in mouthfeel. Cocoa and tangerine carry into a deep, long finish.","Southern Ethiopia coffees like this one are produced from distinctive traditional Ethiopian varieties of Arabica long grown in the region. Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small garden plots interplanted with food and other subsistence crops. This is a dry-processed or “natural” coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Big Creek Coffee Roasters is a small, quality-oriented batch roaster located in Montana’s Bitterroot Valley. Visit www.bigcreekcoffeeroasters.com or call 406-375-7508 for more information.","Spicy-sweet, autumnal profile, complex and grown-up.",United States,Ethiopia,4.409248840367556
https://www.coffeereview.com/review/christmas-blend-6/,91,Mystic Monk Coffee,Christmas Blend,Medium,November 2017,44/66,8,8,8,9,8,"Rich-toned, sweetly spicy. Brown sugar, gardenia, pink peppercorn, crisp pear, oak in aroma and cup. Crisp, roundly sweet in structure; velvety mouthfeel. The flavor-saturated finish consolidates to caramelized pear in the short and pink peppercorn in the long.",Mystic Monk Coffee is a small-batch roaster associated with a Carmelite monastery located in the Rocky Mountains of northern Wyoming. The monks emphasize an artisan approach to roasting and a commitment to quality. Visit www.mysticmonkcoffee.com or call 877-751-6377 for more information.,"A lively, engaging spice-toned blend: crisp and richly sweet.",United States,Not disclosed,4.406309341140644
